trackID,genre
1373,folk
4575,metal
5807,folk
8205,pop
2957,classic pop and rock
3066,folk
1919,folk
1506,punk
8047,jazz and blues
6449,classic pop and rock
3003,punk
7189,dance and electronica
3872,folk
2643,soul and reggae
6521,soul and reggae
1885,metal
6014,punk
7050,punk
399,metal
2697,punk
6178,pop
6719,soul and reggae
8501,folk
1021,metal
5792,folk
8288,metal
6476,folk
3424,soul and reggae
2455,punk
3491,folk
5796,metal
97,pop
4202,folk
3680,folk
4419,folk
7170,folk
4676,dance and electronica
7110,classic pop and rock
3314,classic pop and rock
438,folk
497,classic pop and rock
1544,folk
4938,metal
7597,classic pop and rock
1295,classic pop and rock
14,folk
6617,metal
2281,classic pop and rock
5056,metal
366,folk
3086,classic pop and rock
5654,folk
3781,metal
2911,soul and reggae
2171,dance and electronica
7805,folk
4516,classic pop and rock
4117,folk
6691,folk
4009,punk
5634,folk
8052,jazz and blues
825,classic pop and rock
4887,classic pop and rock
5568,folk
2973,punk
6083,folk
2724,folk
5661,folk
8359,folk
4167,folk
715,metal
2667,jazz and blues
1674,punk
6359,punk
7493,folk
4313,soul and reggae
5036,folk
3566,pop
5887,folk
1241,folk
4169,dance and electronica
1532,dance and electronica
4706,folk
1394,metal
589,folk
3068,folk
4007,dance and electronica
6958,punk
1468,punk
2438,classic pop and rock
3652,punk
4540,folk
3713,soul and reggae
3324,pop
1011,folk
6256,punk
1991,dance and electronica
2178,punk
4655,metal
1556,classic pop and rock
266,folk
4656,metal
301,folk
1824,soul and reggae
1815,classic pop and rock
4783,soul and reggae
4459,metal
4929,metal
5608,pop
3596,soul and reggae
8099,punk
1200,folk
4107,punk
614,soul and reggae
2442,punk
853,folk
7631,classic pop and rock
6890,soul and reggae
8098,classic pop and rock
2102,classic pop and rock
4734,classic pop and rock
1485,folk
7930,folk
7838,metal
4192,soul and reggae
865,folk
6436,metal
360,classic pop and rock
8302,classic pop and rock
7596,pop
583,punk
4210,folk
8215,classic pop and rock
1218,dance and electronica
1843,folk
3272,pop
1700,punk
1574,soul and reggae
5248,classic pop and rock
666,folk
1156,dance and electronica
1358,folk
5880,punk
6411,punk
3529,punk
763,folk
7907,folk
5088,classic pop and rock
5023,pop
4039,punk
838,metal
6334,classic pop and rock
5411,classic pop and rock
1142,folk
5473,jazz and blues
3221,classic pop and rock
6592,classic pop and rock
3231,dance and electronica
4281,folk
5137,folk
2609,punk
7967,soul and reggae
7616,metal
3025,pop
1638,folk
7794,classic pop and rock
4724,classic pop and rock
5752,metal
994,folk
1555,pop
1596,metal
7064,metal
879,folk
2088,pop
7814,folk
3436,classic pop and rock
3905,classic pop and rock
6116,folk
4369,punk
8496,metal
7693,folk
232,metal
1566,pop
3283,metal
902,classic pop and rock
1535,classic pop and rock
484,pop
2644,folk
1420,classic pop and rock
4120,soul and reggae
1220,pop
6132,metal
384,pop
4933,folk
7123,soul and reggae
3365,folk
6499,folk
1510,metal
3117,soul and reggae
4314,jazz and blues
7610,metal
1781,classic pop and rock
5973,classic pop and rock
5972,folk
9,pop
2351,classic pop and rock
7600,metal
7452,metal
4115,dance and electronica
675,classic pop and rock
3157,pop
6807,soul and reggae
2718,folk
695,soul and reggae
3125,metal
7245,classic pop and rock
3811,folk
6582,metal
2212,dance and electronica
370,folk
8550,punk
1278,jazz and blues
6320,pop
5844,punk
973,soul and reggae
8169,folk
4790,soul and reggae
7677,folk
7924,soul and reggae
1025,folk
6112,classic pop and rock
5306,pop
5674,classic pop and rock
2179,dance and electronica
7830,soul and reggae
5194,classic pop and rock
775,metal
2913,folk
7385,pop
7627,folk
5370,folk
4538,folk
3900,folk
3235,dance and electronica
6837,classic pop and rock
3064,folk
4950,classic pop and rock
5224,metal
4364,jazz and blues
1803,dance and electronica
2219,classic pop and rock
6128,classic pop and rock
1983,jazz and blues
5576,folk
5278,classic pop and rock
1522,metal
5155,soul and reggae
2208,pop
123,folk
6981,metal
5914,folk
3689,folk
6897,punk
7079,metal
7700,folk
5041,classic pop and rock
7417,soul and reggae
8105,folk
2526,dance and electronica
6464,folk
7344,punk
7968,classic pop and rock
3202,classic pop and rock
3444,punk
6629,dance and electronica
4912,classic pop and rock
4158,folk
5467,metal
1584,pop
8192,metal
2381,metal
6072,classic pop and rock
1337,folk
6550,folk
787,classic pop and rock
4307,classic pop and rock
6138,folk
5584,classic pop and rock
5449,soul and reggae
6677,classic pop and rock
2527,jazz and blues
4324,soul and reggae
4212,classic pop and rock
3488,soul and reggae
1437,soul and reggae
1311,dance and electronica
895,soul and reggae
8305,soul and reggae
1870,metal
4658,punk
5354,classic pop and rock
104,soul and reggae
1630,soul and reggae
7909,soul and reggae
6047,punk
8523,metal
8009,metal
993,jazz and blues
5050,dance and electronica
4669,classic pop and rock
3498,classic pop and rock
5695,pop
3846,metal
4057,punk
6066,soul and reggae
4436,classic pop and rock
2730,classic pop and rock
5491,metal
7694,classic pop and rock
4101,dance and electronica
7227,dance and electronica
1214,punk
6200,soul and reggae
479,folk
8027,pop
3925,dance and electronica
5520,classic pop and rock
7428,metal
8521,soul and reggae
7456,classic pop and rock
1127,punk
2698,metal
8293,punk
5601,folk
4476,pop
8138,classic pop and rock
2890,soul and reggae
7278,pop
2573,folk
4261,punk
4343,classic pop and rock
1145,folk
1713,dance and electronica
3457,pop
8484,metal
876,classic pop and rock
6566,soul and reggae
5646,classic pop and rock
4909,metal
2873,classic pop and rock
4831,punk
509,jazz and blues
3217,soul and reggae
6555,soul and reggae
4044,folk
6487,metal
4610,metal
5480,metal
3063,pop
6818,metal
7657,classic pop and rock
1816,punk
7350,dance and electronica
489,soul and reggae
2511,soul and reggae
1096,punk
118,metal
4959,metal
2866,punk
464,soul and reggae
6009,soul and reggae
4243,soul and reggae
8499,folk
7168,classic pop and rock
2237,punk
3804,classic pop and rock
3525,classic pop and rock
254,metal
4008,soul and reggae
1859,metal
2768,folk
1105,folk
1198,classic pop and rock
5768,metal
7860,soul and reggae
1625,pop
6059,dance and electronica
442,pop
5638,folk
25,metal
2795,pop
6057,folk
4527,dance and electronica
764,pop
8079,pop
5902,folk
1874,classic pop and rock
2146,folk
1454,pop
5692,classic pop and rock
1009,folk
3448,soul and reggae
5299,soul and reggae
5099,dance and electronica
4777,metal
5593,classic pop and rock
647,pop
7197,folk
5425,folk
4144,metal
2110,folk
4375,folk
1978,folk
3541,soul and reggae
4019,folk
8299,metal
1651,classic pop and rock
7795,pop
8543,classic pop and rock
4891,folk
1248,punk
8505,punk
8223,classic pop and rock
6510,metal
5332,folk
5226,classic pop and rock
7503,folk
732,soul and reggae
6584,folk
68,soul and reggae
3510,classic pop and rock
2035,punk
6205,folk
2615,classic pop and rock
6715,pop
5351,pop
1640,dance and electronica
4232,folk
6371,folk
7592,classic pop and rock
5422,classic pop and rock
2491,pop
2198,folk
982,classic pop and rock
2897,classic pop and rock
3246,metal
1986,dance and electronica
8361,folk
3410,punk
7280,soul and reggae
5257,metal
1410,classic pop and rock
4984,classic pop and rock
3573,metal
4010,metal
2777,soul and reggae
7322,soul and reggae
941,soul and reggae
2709,metal
209,metal
3829,classic pop and rock
7521,folk
1861,metal
6029,classic pop and rock
3466,dance and electronica
2388,soul and reggae
6945,soul and reggae
2515,folk
6514,soul and reggae
6914,folk
7856,soul and reggae
5749,classic pop and rock
6909,pop
1056,metal
3898,folk
811,punk
4093,metal
6331,pop
1972,pop
766,classic pop and rock
2263,classic pop and rock
4634,folk
211,pop
7398,punk
3039,classic pop and rock
1205,pop
3134,folk
1092,folk
5118,folk
850,folk
5980,folk
6095,classic pop and rock
3014,classic pop and rock
4374,folk
4024,classic pop and rock
5252,soul and reggae
992,punk
6698,punk
7553,soul and reggae
3841,folk
5262,jazz and blues
2822,punk
7231,jazz and blues
7228,classic pop and rock
4309,metal
1209,folk
7143,classic pop and rock
6335,soul and reggae
8472,classic pop and rock
6275,classic pop and rock
116,soul and reggae
5767,pop
2003,folk
3837,jazz and blues
488,punk
8419,folk
2745,folk
6221,pop
4228,classic pop and rock
8400,folk
6269,metal
5405,pop
1806,classic pop and rock
2516,folk
1904,classic pop and rock
6485,pop
3756,soul and reggae
7873,jazz and blues
2972,classic pop and rock
213,classic pop and rock
6955,folk
2967,folk
1999,folk
5459,soul and reggae
2674,soul and reggae
2874,folk
5047,folk
6851,dance and electronica
5033,soul and reggae
2439,punk
576,folk
1072,metal
3152,folk
4037,folk
3646,dance and electronica
4780,metal
7786,metal
5625,folk
1793,dance and electronica
2618,classic pop and rock
2836,classic pop and rock
5963,classic pop and rock
469,folk
3291,folk
7191,metal
367,soul and reggae
7502,pop
2401,soul and reggae
379,folk
2577,metal
3225,classic pop and rock
2532,classic pop and rock
4821,dance and electronica
3745,metal
2344,soul and reggae
1402,folk
4822,classic pop and rock
1383,punk
8050,classic pop and rock
374,metal
7186,metal
2114,soul and reggae
1137,metal
3672,folk
4280,metal
1041,folk
6196,pop
7030,metal
3411,punk
5205,jazz and blues
7857,classic pop and rock
4473,dance and electronica
5710,jazz and blues
8270,classic pop and rock
4911,soul and reggae
4181,metal
5417,folk
3096,classic pop and rock
5160,soul and reggae
7498,metal
4890,soul and reggae
933,punk
5371,punk
5074,metal
1111,punk
4036,punk
3569,dance and electronica
6933,classic pop and rock
2802,soul and reggae
3289,classic pop and rock
3042,classic pop and rock
1390,soul and reggae
532,folk
7520,soul and reggae
2522,metal
6651,dance and electronica
5339,pop
8362,folk
2518,metal
7138,folk
7400,classic pop and rock
3258,dance and electronica
3840,classic pop and rock
4659,metal
5293,classic pop and rock
3635,punk
407,soul and reggae
1239,folk
4051,jazz and blues
1343,soul and reggae
3555,metal
3766,folk
5785,dance and electronica
6086,folk
8413,metal
7633,folk
6214,classic pop and rock
5181,folk
8168,classic pop and rock
6533,pop
2326,pop
4164,folk
3794,metal
3916,classic pop and rock
7525,soul and reggae
8246,jazz and blues
4541,metal
5605,metal
8404,classic pop and rock
5878,classic pop and rock
2174,punk
6038,dance and electronica
7375,dance and electronica
1729,classic pop and rock
7655,punk
2461,metal
1500,punk
3800,pop
3659,classic pop and rock
4595,folk
1974,punk
6966,soul and reggae
3342,classic pop and rock
5261,punk
5723,dance and electronica
5929,folk
2701,classic pop and rock
8208,metal
2812,classic pop and rock
8216,dance and electronica
3372,pop
1903,folk
11,soul and reggae
2253,folk
5794,folk
1575,soul and reggae
546,folk
5343,classic pop and rock
2702,jazz and blues
2722,soul and reggae
5348,jazz and blues
7987,pop
8011,classic pop and rock
2801,classic pop and rock
6883,punk
8340,classic pop and rock
1525,folk
7424,punk
2482,pop
4026,folk
114,metal
5865,pop
997,classic pop and rock
1864,classic pop and rock
6428,classic pop and rock
4017,soul and reggae
8130,punk
7378,folk
3166,punk
7556,soul and reggae
3746,classic pop and rock
8332,soul and reggae
6283,dance and electronica
6167,soul and reggae
4556,pop
2550,folk
5315,folk
1233,soul and reggae
5903,dance and electronica
3830,punk
297,dance and electronica
7580,soul and reggae
8349,soul and reggae
4927,soul and reggae
3144,dance and electronica
10,classic pop and rock
6105,folk
5721,classic pop and rock
3509,classic pop and rock
4837,folk
4779,folk
6011,pop
3835,folk
5341,pop
2429,metal
4420,soul and reggae
1085,classic pop and rock
4593,classic pop and rock
3216,metal
2161,folk
6439,soul and reggae
7261,folk
1322,soul and reggae
4643,jazz and blues
4974,metal
69,pop
1388,punk
2617,classic pop and rock
5220,classic pop and rock
3693,classic pop and rock
6923,folk
1995,classic pop and rock
1786,punk
3337,soul and reggae
5808,pop
2278,dance and electronica
1488,jazz and blues
1446,folk
1714,folk
5140,classic pop and rock
3805,metal
3761,punk
1933,pop
3842,dance and electronica
3883,folk
1845,jazz and blues
392,punk
1905,classic pop and rock
6530,classic pop and rock
3901,classic pop and rock
5841,metal
2672,soul and reggae
1626,punk
3779,classic pop and rock
7233,folk
1545,pop
6010,punk
4867,metal
5377,metal
7788,metal
1724,soul and reggae
1770,punk
3422,pop
5918,classic pop and rock
4772,folk
8164,pop
6092,dance and electronica
5962,folk
6245,classic pop and rock
3330,classic pop and rock
6919,pop
7380,pop
1321,soul and reggae
4849,classic pop and rock
1344,pop
5876,soul and reggae
6760,jazz and blues
5770,classic pop and rock
7129,pop
1521,soul and reggae
8448,folk
2202,punk
4902,soul and reggae
3262,soul and reggae
4514,classic pop and rock
986,folk
4798,soul and reggae
1965,punk
3940,classic pop and rock
1829,dance and electronica
7656,pop
8536,folk
8429,classic pop and rock
4190,punk
6208,pop
6800,soul and reggae
7115,metal
6486,metal
1455,classic pop and rock
6188,classic pop and rock
6861,metal
5229,classic pop and rock
4606,soul and reggae
558,soul and reggae
5545,jazz and blues
8533,folk
7313,folk
8176,metal
7980,soul and reggae
3065,punk
5326,soul and reggae
1397,soul and reggae
7462,jazz and blues
3263,soul and reggae
414,metal
8281,metal
2966,classic pop and rock
956,classic pop and rock
7963,dance and electronica
8211,pop
4217,classic pop and rock
5156,metal
5759,folk
3393,classic pop and rock
824,classic pop and rock
4835,dance and electronica
1387,classic pop and rock
1472,folk
644,soul and reggae
270,folk
582,punk
8064,metal
8494,punk
1116,soul and reggae
1300,soul and reggae
4919,classic pop and rock
1921,soul and reggae
4157,classic pop and rock
4982,metal
7563,soul and reggae
2572,folk
7162,punk
5822,dance and electronica
5211,pop
1158,folk
4394,dance and electronica
1470,folk
5014,soul and reggae
2420,soul and reggae
8507,dance and electronica
706,soul and reggae
7775,metal
8502,metal
6427,soul and reggae
5373,folk
2739,folk
476,classic pop and rock
8080,metal
2277,soul and reggae
7224,soul and reggae
991,metal
1253,folk
139,soul and reggae
8470,soul and reggae
3332,classic pop and rock
2347,metal
2660,folk
1620,pop
8300,folk
1290,classic pop and rock
5424,metal
3196,punk
7122,metal
5697,punk
7,metal
173,dance and electronica
2116,folk
412,metal
5535,folk
8146,folk
5904,jazz and blues
3595,folk
7316,punk
5784,classic pop and rock
6199,metal
2600,soul and reggae
2106,soul and reggae
4077,pop
6622,classic pop and rock
6024,classic pop and rock
1100,jazz and blues
3581,pop
1406,metal
1133,folk
6871,dance and electronica
1486,classic pop and rock
4977,dance and electronica
2548,dance and electronica
3803,classic pop and rock
6631,pop
7964,metal
1915,folk
3197,soul and reggae
2138,metal
8538,classic pop and rock
2979,pop
6543,metal
1177,classic pop and rock
1421,dance and electronica
2830,classic pop and rock
2292,punk
4579,soul and reggae
6574,metal
7662,punk
4142,dance and electronica
6372,pop
2631,punk
697,classic pop and rock
2332,metal
4618,classic pop and rock
6077,folk
1256,metal
8152,metal
4139,soul and reggae
721,folk
728,pop
5471,folk
5494,punk
6356,soul and reggae
8456,metal
281,folk
1567,folk
7567,classic pop and rock
8356,folk
3995,punk
6426,classic pop and rock
3114,jazz and blues
6420,soul and reggae
3629,punk
6075,punk
7908,classic pop and rock
340,soul and reggae
6468,classic pop and rock
7194,classic pop and rock
6443,folk
8163,metal
5835,metal
3665,punk
3690,punk
4969,pop
6749,pop
1140,classic pop and rock
5623,pop
6191,soul and reggae
358,folk
1221,punk
4542,classic pop and rock
1505,punk
7731,classic pop and rock
6351,metal
6782,folk
4483,metal
8093,classic pop and rock
1319,folk
5529,folk
3610,classic pop and rock
6972,soul and reggae
1004,classic pop and rock
5241,pop
288,classic pop and rock
699,soul and reggae
6022,metal
5383,metal
6714,metal
161,classic pop and rock
1875,dance and electronica
4470,metal
514,dance and electronica
4049,folk
1838,soul and reggae
6699,pop
89,pop
385,folk
4319,metal
2288,soul and reggae
7581,classic pop and rock
4731,soul and reggae
405,folk
4366,dance and electronica
2265,pop
920,jazz and blues
3395,punk
7991,pop
3600,folk
901,pop
229,jazz and blues
5289,metal
6987,metal
5163,punk
2555,dance and electronica
6827,metal
5381,folk
376,classic pop and rock
4340,soul and reggae
5227,folk
2374,folk
3158,metal
6774,punk
7271,punk
1931,metal
3719,metal
3148,soul and reggae
3355,metal
3584,classic pop and rock
4905,classic pop and rock
3007,jazz and blues
5827,folk
6274,folk
6877,dance and electronica
914,classic pop and rock
4586,punk
4626,classic pop and rock
7223,punk
7329,soul and reggae
4800,folk
2661,metal
2057,soul and reggae
1953,metal
7871,punk
1212,jazz and blues
6286,soul and reggae
411,metal
5080,folk
273,punk
3252,metal
2964,punk
2828,folk
4108,soul and reggae
2405,dance and electronica
6627,jazz and blues
4178,soul and reggae
3205,classic pop and rock
2947,metal
1483,classic pop and rock
7921,classic pop and rock
3633,punk
3301,punk
6087,classic pop and rock
3126,soul and reggae
2875,classic pop and rock
4769,classic pop and rock
2659,soul and reggae
6380,punk
7281,pop
7232,metal
2036,punk
4463,classic pop and rock
3325,classic pop and rock
2746,dance and electronica
6881,metal
3651,folk
3782,classic pop and rock
3716,pop
5484,pop
2765,soul and reggae
7035,pop
6776,classic pop and rock
5193,classic pop and rock
6247,metal
5987,jazz and blues
870,classic pop and rock
6129,classic pop and rock
6058,jazz and blues
6254,punk
3285,pop
3673,classic pop and rock
3382,pop
7564,pop
7958,punk
3469,punk
5035,classic pop and rock
5442,classic pop and rock
7801,folk
5322,folk
4816,metal
3662,punk
4086,soul and reggae
6727,dance and electronica
495,classic pop and rock
2567,jazz and blues
7735,classic pop and rock
2259,soul and reggae
1698,folk
7004,metal
6097,dance and electronica
860,classic pop and rock
1338,punk
4827,metal
5676,soul and reggae
5408,folk
6391,classic pop and rock
7222,classic pop and rock
5877,classic pop and rock
3649,punk
371,pop
1539,soul and reggae
1407,folk
3334,classic pop and rock
2020,classic pop and rock
598,soul and reggae
7741,metal
2303,soul and reggae
6935,soul and reggae
2869,dance and electronica
5522,punk
7821,dance and electronica
3899,folk
711,punk
2929,folk
4971,classic pop and rock
2985,metal
5579,folk
2287,metal
6006,soul and reggae
7759,metal
228,soul and reggae
5086,folk
3206,metal
4447,folk
3239,punk
672,punk
1590,metal
2962,classic pop and rock
2961,punk
5622,metal
2992,folk
5225,punk
3875,punk
8104,soul and reggae
4766,metal
1795,classic pop and rock
3165,soul and reggae
3415,folk
4379,classic pop and rock
7621,folk
8232,metal
2741,punk
5670,folk
7459,dance and electronica
166,metal
3718,classic pop and rock
3094,classic pop and rock
4311,folk
3142,folk
6551,metal
6267,classic pop and rock
1891,metal
5258,metal
7879,punk
5544,punk
2662,classic pop and rock
6493,metal
2427,jazz and blues
193,dance and electronica
1660,folk
8167,soul and reggae
5783,classic pop and rock
5492,soul and reggae
3709,folk
4320,classic pop and rock
7080,classic pop and rock
6098,soul and reggae
188,punk
7714,metal
555,jazz and blues
3888,pop
378,jazz and blues
602,soul and reggae
8171,dance and electronica
1356,metal
8230,dance and electronica
7285,jazz and blues
5302,folk
4400,punk
3226,jazz and blues
2367,punk
7708,dance and electronica
2505,metal
7276,metal
5615,folk
4551,pop
7336,pop
6445,punk
7067,classic pop and rock
7031,folk
6635,metal
3997,soul and reggae
6064,punk
7109,folk
2462,classic pop and rock
5866,soul and reggae
4449,classic pop and rock
3237,pop
117,classic pop and rock
5111,pop
682,folk
1715,metal
7093,classic pop and rock
3502,metal
1452,pop
1346,folk
5787,folk
2262,soul and reggae
6680,punk
3347,folk
5825,punk
3319,punk
7698,folk
7798,folk
875,folk
4671,punk
5119,dance and electronica
4839,soul and reggae
6775,soul and reggae
2764,metal
6994,folk
4172,metal
8263,dance and electronica
5989,classic pop and rock
4114,pop
2094,dance and electronica
8464,classic pop and rock
2899,folk
1114,folk
534,pop
3480,dance and electronica
5805,soul and reggae
867,punk
6079,punk
4840,classic pop and rock
4480,classic pop and rock
4621,punk
3189,metal
1364,folk
7315,pop
4523,classic pop and rock
1782,dance and electronica
7737,jazz and blues
8004,pop
2563,soul and reggae
204,folk
7131,folk
3787,jazz and blues
3473,folk
1404,folk
6898,classic pop and rock
2850,folk
7073,folk
6412,classic pop and rock
6213,soul and reggae
4528,punk
6948,classic pop and rock
3034,pop
8251,soul and reggae
5698,metal
4151,soul and reggae
1563,punk
2584,dance and electronica
2835,folk
6839,dance and electronica
5468,classic pop and rock
2728,soul and reggae
6252,classic pop and rock
7682,punk
6825,folk
3307,metal
5253,folk
249,classic pop and rock
3868,soul and reggae
7209,soul and reggae
6225,classic pop and rock
4290,jazz and blues
7463,folk
6389,folk
3414,folk
5658,folk
282,classic pop and rock
3834,pop
7876,folk
4573,classic pop and rock
5309,classic pop and rock
5242,classic pop and rock
6035,folk
2141,soul and reggae
1932,classic pop and rock
3815,folk
4583,classic pop and rock
3021,folk
1810,folk
4939,classic pop and rock
5992,classic pop and rock
8286,metal
1350,folk
4462,jazz and blues
5753,metal
5108,folk
3459,punk
7820,classic pop and rock
667,pop
5506,metal
1966,classic pop and rock
196,metal
7949,punk
156,pop
1306,classic pop and rock
5176,folk
7679,folk
5846,folk
2940,folk
5285,jazz and blues
5274,punk
6113,soul and reggae
3381,punk
3962,dance and electronica
6695,classic pop and rock
8224,metal
8142,metal
7471,folk
7518,folk
3644,metal
1553,punk
4023,punk
3147,classic pop and rock
5965,folk
4577,soul and reggae
913,soul and reggae
2394,punk
4506,folk
1768,classic pop and rock
3578,metal
686,punk
7238,classic pop and rock
4631,punk
1645,jazz and blues
7992,pop
7121,folk
6974,classic pop and rock
6162,classic pop and rock
4522,classic pop and rock
8122,pop
2119,folk
1477,folk
3140,metal
1273,pop
4226,folk
3546,pop
7107,punk
6433,punk
7718,soul and reggae
2956,classic pop and rock
7382,dance and electronica
6610,classic pop and rock
8075,folk
2191,classic pop and rock
4267,folk
8078,pop
4427,classic pop and rock
6234,classic pop and rock
5379,soul and reggae
3357,folk
4741,classic pop and rock
3455,metal
5284,classic pop and rock
3577,soul and reggae
5765,metal
5375,jazz and blues
846,folk
3078,classic pop and rock
3946,soul and reggae
1196,folk
5359,folk
6367,classic pop and rock
2978,folk
5273,folk
7944,jazz and blues
8059,classic pop and rock
5817,soul and reggae
7009,pop
2974,dance and electronica
4248,pop
5954,classic pop and rock
7589,punk
1139,jazz and blues
7764,classic pop and rock
4200,metal
613,dance and electronica
6421,classic pop and rock
6360,folk
6801,metal
3515,folk
7486,punk
5103,dance and electronica
354,classic pop and rock
4066,metal
8397,soul and reggae
2445,folk
2060,folk
1639,punk
5290,folk
27,classic pop and rock
4495,punk
5444,classic pop and rock
2651,classic pop and rock
1975,metal
985,metal
741,folk
7410,punk
5854,folk
3209,classic pop and rock
2220,jazz and blues
1335,folk
1461,classic pop and rock
7573,punk
4130,jazz and blues
5114,folk
2064,classic pop and rock
4838,punk
826,soul and reggae
5635,classic pop and rock
568,classic pop and rock
3335,classic pop and rock
1981,dance and electronica
7816,folk
2616,metal
1689,folk
7570,folk
7044,folk
3075,classic pop and rock
4271,classic pop and rock
812,pop
8434,metal
549,classic pop and rock
3248,pop
1265,metal
4635,punk
744,punk
1418,metal
5680,dance and electronica
2363,pop
2284,pop
3077,folk
837,classic pop and rock
2529,soul and reggae
1048,classic pop and rock
769,folk
1636,pop
3813,classic pop and rock
50,folk
2686,metal
6852,folk
3627,soul and reggae
1052,pop
4614,soul and reggae
3145,punk
8057,punk
4250,classic pop and rock
1149,metal
7941,metal
3050,punk
1830,classic pop and rock
3162,metal
5519,folk
6973,soul and reggae
4868,classic pop and rock
3419,dance and electronica
2099,metal
726,folk
1860,classic pop and rock
4060,soul and reggae
1502,metal
5714,metal
4937,folk
6755,soul and reggae
3714,classic pop and rock
86,soul and reggae
1957,metal
225,punk
4106,folk
319,pop
5626,jazz and blues
5998,folk
6735,classic pop and rock
6567,dance and electronica
6745,metal
533,folk
1834,punk
3254,jazz and blues
4235,punk
4292,classic pop and rock
3827,classic pop and rock
4322,metal
924,punk
28,punk
5499,metal
93,classic pop and rock
2774,folk
1833,metal
4270,folk
6696,metal
508,pop
3590,pop
2047,pop
5270,pop
4300,dance and electronica
4596,classic pop and rock
7598,folk
7301,classic pop and rock
1733,soul and reggae
3722,soul and reggae
8132,jazz and blues
3547,dance and electronica
7309,pop
3850,classic pop and rock
5275,pop
2481,classic pop and rock
2932,classic pop and rock
2167,classic pop and rock
4581,folk
1799,classic pop and rock
1044,classic pop and rock
1855,metal
5837,folk
505,punk
949,punk
5453,soul and reggae
5106,punk
4310,classic pop and rock
3503,soul and reggae
609,classic pop and rock
5420,folk
4967,metal
4331,folk
6004,metal
3089,metal
1577,classic pop and rock
7230,punk
4000,metal
5798,folk
2233,folk
6545,folk
5590,folk
4058,pop
7716,metal
3778,punk
5512,metal
7060,soul and reggae
5539,classic pop and rock
6515,metal
6717,pop
6382,metal
5509,punk
630,classic pop and rock
7368,dance and electronica
4640,folk
4286,folk
6048,punk
5324,soul and reggae
5531,soul and reggae
2772,pop
2216,punk
7340,dance and electronica
8474,dance and electronica
3769,dance and electronica
2007,soul and reggae
3789,metal
2443,soul and reggae
5172,classic pop and rock
4396,punk
3476,folk
4638,folk
7208,punk
3288,soul and reggae
2731,metal
773,classic pop and rock
608,folk
6670,classic pop and rock
3519,folk
1884,jazz and blues
5688,classic pop and rock
516,dance and electronica
3563,folk
2551,metal
4138,pop
4535,folk
2204,metal
56,folk
5750,classic pop and rock
8085,folk
4531,pop
4362,punk
6455,metal
3298,punk
5920,pop
6491,classic pop and rock
6051,classic pop and rock
2299,metal
7828,punk
3178,soul and reggae
6951,folk
1135,folk
5013,pop
4811,soul and reggae
3022,classic pop and rock
5890,soul and reggae
6798,metal
8341,pop
4467,pop
1723,metal
1613,classic pop and rock
8037,classic pop and rock
8071,punk
5009,soul and reggae
955,dance and electronica
5475,folk
271,punk
3597,dance and electronica
63,soul and reggae
2423,pop
3650,folk
324,pop
3562,soul and reggae
899,metal
5356,classic pop and rock
1313,soul and reggae
2630,classic pop and rock
7105,jazz and blues
141,pop
6151,soul and reggae
167,punk
3645,pop
8519,folk
8073,soul and reggae
618,punk
8329,classic pop and rock
7915,folk
3061,soul and reggae
1739,folk
2512,classic pop and rock
5183,pop
572,punk
5485,dance and electronica
1632,jazz and blues
8021,dance and electronica
729,folk
4879,punk
5426,pop
7041,classic pop and rock
6944,punk
2378,folk
2636,folk
5300,folk
7790,metal
3360,soul and reggae
8206,punk
1363,classic pop and rock
444,folk
1503,classic pop and rock
8019,dance and electronica
3861,punk
345,punk
8438,jazz and blues
3537,classic pop and rock
5769,metal
548,folk
4316,folk
3123,pop
1586,jazz and blues
3083,classic pop and rock
1934,pop
3159,folk
2717,folk
6496,punk
2993,jazz and blues
5967,folk
24,metal
3271,classic pop and rock
5945,metal
1462,jazz and blues
391,folk
5002,classic pop and rock
5174,folk
3820,classic pop and rock
1846,classic pop and rock
7481,classic pop and rock
1159,metal
8129,folk
4558,metal
4973,soul and reggae
8133,classic pop and rock
6175,classic pop and rock
7666,folk
2894,classic pop and rock
6140,dance and electronica
4127,pop
3788,dance and electronica
5534,metal
8442,metal
5775,classic pop and rock
5447,classic pop and rock
7769,metal
8145,pop
8083,soul and reggae
1371,soul and reggae
7266,dance and electronica
2121,folk
7603,classic pop and rock
2129,classic pop and rock
4532,classic pop and rock
2227,folk
6964,classic pop and rock
2790,folk
1070,pop
1238,pop
530,classic pop and rock
6789,jazz and blues
4825,punk
5709,classic pop and rock
7199,classic pop and rock
1691,classic pop and rock
403,classic pop and rock
7423,pop
8254,dance and electronica
1206,soul and reggae
7277,folk
2891,folk
5637,classic pop and rock
6115,jazz and blues
5236,folk
6975,soul and reggae
3188,classic pop and rock
2419,punk
5004,dance and electronica
972,soul and reggae
6461,classic pop and rock
5815,folk
7650,pop
3922,classic pop and rock
6431,folk
3204,metal
6030,soul and reggae
5620,soul and reggae
3909,punk
2909,classic pop and rock
4352,pop
6053,soul and reggae
2695,classic pop and rock
751,folk
6146,classic pop and rock
922,classic pop and rock
4958,classic pop and rock
5117,classic pop and rock
2289,folk
7614,punk
5008,folk
4094,soul and reggae
4245,soul and reggae
3847,classic pop and rock
194,folk
4695,jazz and blues
3952,jazz and blues
6602,punk
6710,folk
2063,punk
8407,metal
8268,dance and electronica
